JourneyCode,HolidayType,Price,NumberOfPersons,Region,Transportation,Duration,Season,Accommodation,Hotel
614,Bathing,2186,3,CostaBrava,Car,7,July,FourStars,Hotel Olympic Park - Costa Brava
615,Bathing,2418,2,CostaBrava,Car,14,June,FourStars,Hotel Olympic Park - Costa Brava
616,Bathing,3737,3,CostaBrava,Car,14,August,FourStars,Hotel Olympic Park - Costa Brava
617,Active,3048,2,CostaBrava,Car,21,September,FourStars,Golden Hotel Port Salou - Costa Brava
618,Recreation,3912,4,CostaBrava,Car,14,July,FourStars,Golden Hotel Port Salou - Costa Brava
619,Bathing,3528,2,Fuerteventura,Plane,14,May,ThreeStars,Hotel Oliva Beach - Fuerteventura
620,Bathing,4402,3,Fuerteventura,Plane,14,June,ThreeStars,Hotel Oliva Beach - Fuerteventura
621,Bathing,6357,3,Fuerteventura,Plane,21,July,ThreeStars,Hotel Oliva Beach - Fuerteventura
622,Bathing,3417,4,Fuerteventura,Plane,14,August,ThreeStars,Appartm. Rio Tropical - Fuerteventura
623,Active,2598,2,Fuerteventura,Plane,14,September,ThreeStars,Appartm. Rio Tropical - Fuerteventura
624,Active,2252,3,Fuerteventura,Plane,7,July,ThreeStars,Appartm. Rio Tropical - Fuerteventura
625,Active,3678,2,Fuerteventura,Plane,14,August,ThreeStars,Hotel Crystal Beach - Fuerteventura
626,Recreation,3578,2,Fuerteventura,Plane,14,June,ThreeStars,Hotel Crystal Beach - Fuerteventura
627,Bathing,7161,3,Fuerteventura,Plane,21,June,FourStars,Hotel Rio Ventura - Fuerteventura
628,Bathing,5709,3,Fuerteventura,Plane,14,July,FourStars,Hotel Rio Ventura - Fuerteventura
629,Bathing,6369,4,Fuerteventura,Plane,14,August,FourStars,Hotel Rio Ventura - Fuerteventura
630,Bathing,3188,2,Fuerteventura,Plane,7,June,FourStars,Hotel Rio Ventura - Fuerteventura
631,Active,3428,2,Fuerteventura,Plane,14,September,FourStars,Hotel Rio Maxarota - Fuerteventura
632,Active,4602,3,Fuerteventura,Plane,14,July,FourStars,Hotel Rio Maxarota - Fuerteventura
633,Recreation,3188,2,Fuerteventura,Plane,14,May,FourStars,Hotel Rio Maxarota - Fuerteventura
634,Bathing,2412,3,GranCanaria,Plane,14,May,TwoStars,Studios Puerto Plata - Gran Canaria
635,Bathing,3125,3,GranCanaria,Plane,21,July,TwoStars,Studios Puerto Plata - Gran Canaria
636,Bathing,2378,2,GranCanaria,Plane,14,September,TwoStars,Studios Brisamar - Gran Canaria
637,Active,3177,4,GranCanaria,Plane,14,August,TwoStars,Studios Brisamar - Gran Canaria
638,Bathing,2788,2,GranCanaria,Plane,14,May,ThreeStars,Hotel Riosol - Gran Canaria
639,Bathing,4100,3,GranCanaria,Plane,21,June,ThreeStars,Hotel Riosol - Gran Canaria
640,Bathing,2723,3,GranCanaria,Plane,7,July,ThreeStars,Hotel Caserio - Gran Canaria
641,Active,4261,3,GranCanaria,Plane,14,August,ThreeStars,IFA Beach Hotel - Gran Canaria
642,Active,3778,2,GranCanaria,Plane,21,September,ThreeStars,IFA Beach Hotel - Gran Canaria
643,Recreation,2508,2,GranCanaria,Plane,7,August,ThreeStars,IFA Beach Hotel - Gran Canaria
644,Bathing,3258,2,GranCanaria,Plane,14,June,FourStars,Hotel Las Margaritas - Gran Canaria
645,Bathing,4252,3,GranCanaria,Plane,14,July,FourStars,Hotel Las Margaritas - Gran Canaria
646,Bathing,3498,2,GranCanaria,Plane,21,September,FourStars,Hotel Caserio - Gran Canaria
647,Active,2848,2,GranCanaria,Plane,14,May,FourStars,Hotel Caserio - Gran Canaria
648,Active,3551,3,GranCanaria,Plane,14,August,FourStars,Hotel Caserio - Gran Canaria
649,Bathing,2078,2,Ibiza,Plane,14,June,TwoStars,Pension Central - Ibiza
650,Bathing,2498,2,Ibiza,Plane,21,September,TwoStars,Pension Central - Ibiza
651,Bathing,2427,3,Ibiza,Plane,14,July,TwoStars,Hotel Llevant - Ibiza
652,Active,2852,4,Ibiza,Plane,14,August,TwoStars,Hotel Llevant - Ibiza
653,Active,1995,3,Ibiza,Plane,7,July,TwoStars,Hotel Llevant - Ibiza
654,Bathing,2798,2,Ibiza,Plane,14,June,ThreeStars,Hotel Helios II - Ibiza
655,Bathing,2878,2,Ibiza,Plane,14,July,ThreeStars,Hotel Helios II - Ibiza
656,Bathing,3258,2,Ibiza,Plane,21,May,ThreeStars,Hotel Helios II - Ibiza
657,Bathing,2343,3,Ibiza,Plane,7,August,ThreeStars,Hotel Atlantic - Ibiza
658,Bathing,3217,3,Ibiza,Plane,14,June,ThreeStars,Hotel Atlantic - Ibiza
659,Active,4832,4,Ibiza,Plane,14,July,ThreeStars,Hotel Atlantic - Ibiza
660,Active,3558,2,Ibiza,Plane,21,September,ThreeStars,Hotel Atlantic - Ibiza
661,Bathing,4398,2,Ibiza,Plane,14,June,FourStars,Club La Mola - Ibiza
662,Bathing,4958,2,Ibiza,Plane,14,July,FourStars,Club La Mola - Ibiza
663,Active,2090,3,Ibiza,Plane,7,August,FourStars,Hotel Nereida - Ibiza
664,Bathing,1558,2,Mallorca,Plane,14,June,OneStar,Pension Marina - Mallorca
665,Bathing,2397,3,Mallorca,Plane,14,July,OneStar,Pension Marina - Mallorca
666,Bathing,2481,2,Mallorca,Plane,21,September,OneStar,Pension El Golea - Mallorca
667,Bathing,1718,2,Mallorca,Plane,14,June,TwoStars,Pension Alcina - Mallorca
668,Bathing,2410,4,Mallorca,Plane,7,August,TwoStars,Pension Alcina - Mallorca
669,Recreation,1285,3,Mallorca,Plane,4,May,TwoStars,Hotel Manaus - Mallorca
670,Active,1798,2,Mallorca,Plane,14,June,TwoStars,Hotel Vaquer - Mallorca
671,Wandering,1676,3,Mallorca,Plane,7,September,TwoStars,Hotel Vaquer - Mallorca
672,Bathing,2198,2,Mallorca,Plane,14,June,ThreeStars,Hotel Samu - Mallorca
673,Bathing,3530,4,Mallorca,Plane,14,July,ThreeStars,Hotel Samu - Mallorca
674,Bathing,1607,3,Mallorca,Plane,4,August,ThreeStars,Hotel Flamingo - Mallorca
675,Bathing,3697,3,Mallorca,Plane,14,July,ThreeStars,Hotel Sol Lux - Mallorca
676,Bathing,1858,2,Mallorca,Plane,7,August,ThreeStars,Hotel Sol Lux - Mallorca
677,Bathing,2598,3,Mallorca,Plane,14,September,ThreeStars,Hotel Saturno - Mallorca
678,Active,3058,2,Mallorca,Plane,21,May,ThreeStars,Hotel Saturno - Mallorca
679,Bathing,1478,2,Mallorca,Plane,4,June,FourStars,Hotel Gran Fiesta - Mallorca
680,Bathing,3644,4,Mallorca,Plane,7,July,FourStars,Anlage Lago Playa - Mallorca
681,Bathing,3605,3,Mallorca,Plane,14,August,FourStars,Anlage Lago Playa - Mallorca
682,Active,2678,2,Mallorca,Plane,14,June,FourStars,Lagotel-Club - Mallorca
683,Active,1898,2,Mallorca,Plane,7,September,FourStars,Lagotel-Club - Mallorca
684,Bathing,3417,3,Teneriffe,Plane,14,June,TwoStars,Studios Mare Verde - Teneriffe
685,Bathing,2698,2,Teneriffe,Plane,21,September,TwoStars,Studios Mare Verde - Teneriffe
686,Bathing,3837,3,Teneriffe,Plane,14,July,ThreeStars,Appartm. Parque Royal - Teneriffe
687,Bathing,3507,4,Teneriffe,Plane,14,August,ThreeStars,Appartm. Parque Royal - Teneriffe
688,Bathing,2278,2,Teneriffe,Plane,14,June,ThreeStars,Appartm. Parque Royal - Teneriffe
689,Bathing,3194,3,Teneriffe,Plane,14,August,ThreeStars,Hotel Las Pyramides - Teneriffe
690,Bathing,2858,2,Teneriffe,Plane,14,July,ThreeStars,Hotel Las Pyramides - Teneriffe
691,Bathing,2068,2,Teneriffe,Plane,7,May,ThreeStars,Hotel Las Pyramides - Teneriffe
692,Active,3278,2,Teneriffe,Plane,21,June,ThreeStars,Hotel Internacional - Teneriffe
693,Recreation,2178,2,Teneriffe,Plane,7,October,ThreeStars,Hotel Internacional - Teneriffe
694,Bathing,4011,3,Teneriffe,Plane,14,August,FourStars,Hotel Sol - Teneriffe
695,Bathing,4287,3,Teneriffe,Plane,14,July,FourStars,Hotel Sol - Teneriffe
696,Bathing,2488,2,Teneriffe,Plane,7,June,FourStars,Hotel Sol - Teneriffe
697,Active,5532,4,Teneriffe,Plane,14,August,FourStars,Hotel Florida - Teneriffe
698,Active,4810,3,Teneriffe,Plane,21,May,FourStars,Hotel Florida - Teneriffe
699,Wandering,758,2,GiantMountains,Car,7,May,TwoStars,Hotel Bedrichov - Giant Mountains
700,Wandering,858,2,GiantMountains,Car,7,June,TwoStars,Hotel Bedrichov - Giant Mountains
701,Wandering,1118,4,GiantMountains,Car,7,July,TwoStars,Hotel Energetik - Giant Mountains
702,Wandering,1698,3,GiantMountains,Car,14,August,TwoStars,Hotel Energetik - Giant Mountains
703,Wandering,1138,2,GiantMountains,Car,14,September,TwoStars,Hotel Karolina - Giant Mountains
704,Recreation,798,2,GiantMountains,Car,7,August,TwoStars,Hotel Karolina - Giant Mountains
705,Recreation,678,3,GiantMountains,Car,7,July,TwoStars,Waldhotel Trakce - Giant Mountains
706,Recreation,938,2,GiantMountains,Car,7,June,ThreeStars,Hotel Arnika - Giant Mountains
707,Recreation,1498,2,GiantMountains,Car,14,May,ThreeStars,Hotel Arnika - Giant Mountains
708,Wandering,698,2,GiantMountains,Car,7,June,ThreeStars,Hotel Horal - Giant Mountains
709,Wandering,1806,3,GiantMountains,Car,14,September,ThreeStars,Hotel Horal - Giant Mountains
710,Wandering,807,3,GiantMountains,Coach,7,May,TwoStars,Hotel Bedrichov - Giant Mountains
711,Recreation,2274,4,GiantMountains,Coach,14,June,TwoStars,Hotel Bedrichov - Giant Mountains
712,Recreation,1185,3,GiantMountains,Train,7,August,ThreeStars,Hotel Horal - Giant Mountains
713,Wandering,698,2,GiantMountains,Train,7,September,ThreeStars,Hotel Horal - Giant Mountains
714,Bathing,2178,2,TurkishAegeanSea,Plane,14,June,TwoStars,Hotel Villa Soel - Turk. Aegean Sea
715,Bathing,2483,3,TurkishAegeanSea,Plane,14,July,TwoStars,Hotel Villa Soel - Turk. Aegean Sea
716,Bathing,4770,4,TurkishAegeanSea,Plane,21,August,ThreeStars,Hotel Alinda - Turk. Aegean Sea
717,Active,2578,2,TurkishAegeanSea,Plane,14,September,ThreeStars,Hotel Alinda - Turk. Aegean Sea
718,Active,3065,3,TurkishAegeanSea,Plane,7,July,ThreeStars,Hotel Turunc - Turk. Aegean Sea
719,Bathing,2758,2,TurkishAegeanSea,Plane,14,August,ThreeStars,Hotel Turunc - Turk. Aegean Sea
720,Education,2878,2,TurkishAegeanSea,Plane,14,May,FourStars,Hotel Marti - Turk. Aegean Sea
721,Bathing,1958,2,TurkishAegeanSea,Plane,14,June,TwoStars,Hotel Talat - Turk. Aegean Sea
722,Bathing,3171,3,TurkishAegeanSea,Plane,14,July,ThreeStars,Club Pigale - Turk. Aegean Sea
723,Bathing,2412,3,TurkishAegeanSea,Plane,7,August,ThreeStars,Club Pigale - Turk. Aegean Sea
724,Bathing,2878,2,TurkishAegeanSea,Plane,14,September,ThreeStars,Hotel Batihan - Turk. Aegean Sea
725,Education,3278,2,TurkishAegeanSea,Plane,21,May,ThreeStars,Hotel Batihan - Turk. Aegean Sea
726,Bathing,4313,4,TurkishAegeanSea,Plane,14,August,FourStars,Hotel Biltur - Turk. Aegean Sea
727,Bathing,3010,3,TurkishAegeanSea,Plane,7,July,FourStars,Hotel Biltur - Turk. Aegean Sea
728,Active,2918,2,TurkishAegeanSea,Plane,14,June,FourStars,Club Ephesus Princess - Turk. Aegean Sea
729,Bathing,2298,2,TurkishRiviera,Plane,14,June,TwoStars,Hotel Alaiye - Turk. Riviera
730,Bathing,2941,3,TurkishRiviera,Plane,14,July,TwoStars,Hotel Alaiye - Turk. Riviera
731,Active,3160,3,TurkishRiviera,Plane,21,September,TwoStars,Hotel Alaiye - Turk. Riviera
732,Bathing,4107,4,TurkishRiviera,Plane,14,August,ThreeStars,Hotel Panorama - Turk. Riviera
733,Bathing,2838,2,TurkishRiviera,Plane,14,July,ThreeStars,Hotel Panorama - Turk. Riviera
734,Bathing,2738,2,TurkishRiviera,Plane,14,June,ThreeStars,Hotel Panorama - Turk. Riviera
735,Bathing,2258,2,TurkishRiviera,Plane,7,August,ThreeStars,Hotel Akropol - Turk. Riviera
736,Bathing,3891,3,TurkishRiviera,Plane,21,June,ThreeStars,Hotel Akropol - Turk. Riviera
737,Active,3058,2,TurkishRiviera,Plane,14,September,ThreeStars,Hotel Sueral Garden - Turk. Riviera
738,Education,2698,2,TurkishRiviera,Plane,14,May,ThreeStars,Hotel Sueral Garden - Turk. Riviera
739,Bathing,3258,2,TurkishRiviera,Plane,14,June,FourStars,Hotel Botanik - Turk. Riviera
740,Bathing,3325,3,TurkishRiviera,Plane,7,July,FourStars,Hotel Botanik - Turk. Riviera
741,Bathing,3258,3,TurkishRiviera,Plane,14,September,FourStars,Hotel Botanik - Turk. Riviera
742,Active,2898,2,TurkishRiviera,Plane,14,May,FourStars,Hotel Sueral - Turk. Riviera
743,Education,2498,2,TurkishRiviera,Plane,14,October,FourStars,Hotel Sueral - Turk. Riviera
744,Bathing,2778,3,Tunisia,Plane,14,July,TwoStars,Hotel Solymar - Tunisia
745,Bathing,1778,2,Tunisia,Plane,14,June,TwoStars,Hotel Solymar - Tunisia
746,Recreation,2058,2,Tunisia,Plane,14,May,TwoStars,Hotel-Club Ramses - Tunisia
747,Active,2637,3,Tunisia,Plane,14,September,TwoStars,Hotel-Club Ramses - Tunisia
748,Bathing,4114,3,Tunisia,Plane,14,June,ThreeStars,Hotel Montazah - Tunisia
749,Bathing,3464,4,Tunisia,Plane,7,July,ThreeStars,Hotel Montazah - Tunisia
750,Bathing,3203,3,Tunisia,Plane,14,August,ThreeStars,Hotel-Club Nador - Tunisia
751,Recreation,2768,2,Tunisia,Plane,21,June,ThreeStars,Hotel-Club Nador - Tunisia
752,Recreation,2258,2,Tunisia,Plane,14,May,ThreeStars,Hotel Aqua Viva - Tunisia
753,Active,2964,3,Tunisia,Plane,14,September,ThreeStars,Hotel Aqua Viva - Tunisia
754,Bathing,2808,2,Tunisia,Plane,14,June,FourStars,Hotel Paradise - Tunisia
755,Bathing,4773,4,Tunisia,Plane,14,July,FourStars,Hotel Paradise - Tunisia
756,Recreation,1888,2,Tunisia,Plane,14,May,FourStars,Hotel Royal Golf - Tunisia
757,Bathing,2228,2,Tunisia,Plane,7,June,FourStars,Hotel Royal Golf - Tunisia
758,Active,2898,2,Tunisia,Plane,14,August,FourStars,Hotel Jockey Club - Tunisia
759,Active,2879,3,Tunisia,Plane,14,September,FourStars,Hotel Jockey Club - Tunisia
760,Bathing,3537,4,Balaton,Car,14,July,ThreeStars,Hotel Marina - Balaton
761,Bathing,2447,3,Balaton,Car,21,August,ThreeStars,Hotel Marina - Balaton
762,Bathing,2758,3,Balaton,Car,14,July,FourStars,Hotel Helikon - Balaton
763,Recreation,2758,2,Balaton,Car,14,June,FourStars,Hotel Helikon - Balaton
764,Bathing,879,9,Balaton,Car,7,June,HolidayFlat,H.Flat Balaton
765,Bathing,759,5,Balaton,Car,7,July,HolidayFlat,H.Flat Balaton
766,Bathing,798,2,Balaton,Car,14,August,HolidayFlat,H.Flat Balaton
767,Recreation,658,3,Balaton,Car,14,May,HolidayFlat,H.Flat Balaton
768,Recreation,279,2,Balaton,Car,7,June,HolidayFlat,H.Flat Balaton
769,Active,1498,7,Balaton,Car,14,September,HolidayFlat,H.Flat Balaton
770,Recreation,434,2,Belgium,Car,7,November,HolidayFlat,Ferienpark Atlantis - Belgium
771,Recreation,434,3,Belgium,Car,7,December,HolidayFlat,Ferienpark Atlantis - Belgium
772,Recreation,739,4,Belgium,Car,14,February,HolidayFlat,Ferienpark Atlantis - Belgium
773,Active,434,2,Belgium,Car,7,November,HolidayFlat,Ferienpark Atlantis - Belgium
774,Active,1068,4,Belgium,Car,14,March,HolidayFlat,Ferienpark Atlantis - Belgium
775,Recreation,314,2,Belgium,Car,3,November,HolidayFlat,Ferienpark Atlantis - Belgium
776,Active,394,6,Belgium,Car,4,January,HolidayFlat,Ferienpark Atlantis - Belgium
777,Recreation,649,4,Belgium,Car,7,November,HolidayFlat,SunParks De Haan -Belgium
778,Active,879,8,Belgium,Car,7,December,HolidayFlat,SunParks De Haan -Belgium
779,Recreation,719,6,Belgium,Car,7,January,HolidayFlat,SunParks De Haan -Belgium
780,Active,369,4,Belgium,Car,4,December,HolidayFlat,SunParks De Haan -Belgium
781,Recreation,849,3,Belgium,Car,7,February,HolidayFlat,SunParks Groendyk - Belgium
782,Active,649,6,Belgium,Car,7,November,HolidayFlat,SunParks Groendyk - Belgium
783,Recreation,339,5,Belgium,Car,4,February,HolidayFlat,SunParks Groendyk - Belgium
784,Recreation,1338,4,Belgium,Car,14,January,HolidayFlat,SunParks Rauwse Meren - Belgium
785,Active,959,5,Belgium,Car,7,February,HolidayFlat,SunParks Rauwse Meren - Belgium
786,Active,499,4,Belgium,Car,3,December,HolidayFlat,SunParks Rauwse Meren - Belgium
787,Recreation,649,4,Belgium,Car,7,March,HolidayFlat,SunParks Vielsalm - Belgium
788,Active,919,8,Belgium,Car,7,November,HolidayFlat,SunParks Vielsalm - Belgium
789,Recreation,619,6,Belgium,Car,4,March,HolidayFlat,SunParks Vielsalm - Belgium
790,Recreation,699,2,Denmark,Car,7,November,HolidayFlat,Ferienpark Lalandia - Denmark
791,Recreation,699,3,Denmark,Car,7,December,HolidayFlat,Ferienpark Lalandia - Denmark
792,Active,439,4,Denmark,Car,4,January,HolidayFlat,Ferienpark Lalandia - Denmark
793,Recreation,639,4,Denmark,Car,7,February,HolidayFlat,Feriencenter Rodhus Klit - Denmark
794,Active,639,5,Denmark,Car,7,March,HolidayFlat,Feriencenter Rodhus Klit - Denmark
795,Active,1278,4,Denmark,Car,14,November,HolidayFlat,Feriencenter Rodhus Klit - Denmark
796,Recreation,629,4,Denmark,Car,7,February,HolidayFlat,Feriencenter Vigso - Denmark
797,Active,629,6,Denmark,Car,7,January,HolidayFlat,Feriencenter Vigso - Denmark
798,Recreation,509,4,Denmark,Car,7,March,HolidayFlat,Feriencenter Danland - Denmark
799,Active,889,8,Denmark,Car,7,February,HolidayFlat,Feriencenter Danland - Denmark
800,Recreation,579,2,Denmark,Car,7,January,HolidayFlat,H.Flat Ronbjerg Strand - Denmark
801,Recreation,719,4,Denmark,Car,7,February,HolidayFlat,H.Flat Ronbjerg Strand - Denmark
802,Active,1638,6,Denmark,Car,14,March,HolidayFlat,H.Flat Ronbjerg Strand - Denmark
803,Recreation,849,4,Fano,Car,7,January,HolidayFlat,Ferienpark Fano - Denmark
804,Active,1089,6,Fano,Car,7,March,HolidayFlat,Ferienpark Fano - Denmark
805,Recreation,499,3,Holland,Car,7,November,HolidayFlat,Ferienpark Port Greve - Holland
806,Recreation,529,4,Holland,Car,7,December,HolidayFlat,Ferienpark Port Greve - Holland
807,Active,609,6,Holland,Car,7,February,HolidayFlat,Ferienpark Port Greve - Holland
808,Recreation,354,4,Holland,Car,3,January,HolidayFlat,Ferienpark Port Greve - Holland
809,Active,339,2,Holland,Car,4,November,HolidayFlat,Ferienpark Port Greve - Holland
810,Active,538,2,Poland,Car,7,January,ThreeStars,Hotel Maurizius - Poland
811,Skiing,822,3,Poland,Car,7,February,ThreeStars,Hotel Maurizius - Poland
812,Recreation,1076,4,Poland,Car,7,February,ThreeStars,Hotel Maurizius - Poland
813,Active,1602,3,Poland,Car,14,January,TwoStars,Hotel Anna Maria - Poland
814,Skiing,558,2,Poland,Car,7,February,TwoStars,Hotel Anna Maria - Poland
815,Recreation,807,4,Poland,Car,7,March,TwoStars,Hotel Anna Maria - Poland
816,Active,898,2,Poland,Car,14,January,TwoStars,Hotel Karolinka - Poland
817,Skiing,478,2,Poland,Car,7,February,TwoStars,Hotel Karolinka - Poland
818,Recreation,687,3,Poland,Car,7,March,TwoStars,Hotel Karolinka - Poland
819,Active,319,2,Poland,Car,7,January,TwoStars,Hotel Ametyst - Poland
820,Skiing,1962,4,Poland,Car,14,February,TwoStars,Hotel Ametyst - Poland
821,Recreation,329,2,Poland,Car,7,February,TwoStars,Hotel Ametyst - Poland
822,Active,987,3,Poland,Car,7,February,TwoStars,Hotel Piecuch - Poland
823,Skiing,638,2,Poland,Car,7,March,TwoStars,Hotel Piecuch - Poland
824,Recreation,1276,4,Poland,Car,7,January,TwoStars,Hotel Piecuch - Poland
825,Active,858,2,Slowakei,Car,7,January,TwoStars,Hotel Banik - High Tatra
826,Skiing,1647,3,Slowakei,Car,7,February,TwoStars,Hotel Banik - High Tatra
827,Active,1028,2,Slowakei,Car,14,February,ThreeStars,Hotel Fis - High Tatra
828,Skiing,1098,2,Slowakei,Car,7,March,ThreeStars,Hotel Fis - High Tatra
829,Skiing,1572,3,Slowakei,Car,7,January,ThreeStars,Hotel Patria - High Tatra
830,Recreation,1738,2,Slowakei,Car,7,February,ThreeStars,Hotel Patria - High Tatra
831,Active,3777,3,Slowakei,Car,14,February,ThreeStars,Hotel Panorama - High Tatra
832,Skiing,1048,2,Slowakei,Car,7,March,ThreeStars,Hotel Panorama - High Tatra
833,Skiing,598,2,Slowakei,Car,7,January,ThreeStars,Hotel Hutnik - High Tatra
834,Active,1816,4,Slowakei,Car,7,February,ThreeStars,Hotel Hutnik - High Tatra
835,Active,2097,3,Slowakei,Car,7,February,ThreeStars,Hotel Slovakia - High Tatra
836,Recreation,1198,2,Slowakei,Car,7,March,ThreeStars,Hotel Slovakia - High Tatra
837,Skiing,1257,3,Slowakei,Car,14,March,TwoStars,Hotel Vesel - High Tatra
838,Recreation,2036,4,Slowakei,Car,7,February,TwoStars,Hotel Vesel - High Tatra
839,Active,2334,6,Slowakei,Car,14,February,TwoStars,Hotel Zornicka - High Tatra
840,Skiing,1795,5,Slowakei,Car,7,January,TwoStars,Hotel Zornicka - High Tatra
841,Active,748,2,Slowakei,Car,7,January,TwoStars,Hotel Sverma - High Tatra
842,Skiing,1497,3,Slowakei,Car,7,February,TwoStars,Hotel Sverma - High Tatra
843,Skiing,1272,3,Slowakei,Car,7,February,OneStar,Pension Bjoernson - High Tatra
844,Skiing,888,2,Slowakei,Car,7,March,OneStar,Pension Bjoernson - High Tatra
845,Skiing,1152,4,Czechia,Car,7,January,ThreeStars,Hotel Horal - Giant Mountains
846,Skiing,1414,3,Czechia,Car,7,February,ThreeStars,Hotel Horal - Giant Mountains
847,Active,798,2,Czechia,Car,14,March,ThreeStars,Hotel Horal - Giant Mountains
848,Skiing,698,2,Czechia,Car,7,January,ThreeStars,Hotel Montana - Giant Mountains
849,Active,1372,3,Czechia,Car,7,February,ThreeStars,Hotel Montana - Giant Mountains
850,Skiing,1737,3,Czechia,Car,7,February,ThreeStars,Hotel Arnika - Giant Mountains
851,Skiing,998,2,Czechia,Car,7,March,ThreeStars,Hotel Arnika - Giant Mountains
852,Recreation,1737,3,Czechia,Car,14,January,ThreeStars,Hotel Arnika - Giant Mountains
853,Skiing,1596,4,Czechia,Car,7,February,TwoStars,Hotel Energetik - Giant Mountains
854,Active,638,2,Czechia,Car,7,March,TwoStars,Hotel Energetik - Giant Mountains
855,Skiing,897,3,Czechia,Car,14,February,OneStar,Hotel Central - Giant Mountains
856,Active,458,2,Czechia,Car,7,January,OneStar,Hotel Central - Giant Mountains
857,Skiing,698,2,Czechia,Car,7,March,TwoStars,Berghotel Cubat - Giant Mountains
858,Skiing,1047,3,Czechia,Car,7,February,TwoStars,Berghotel Cubat - Giant Mountains
859,Active,488,2,Czechia,Car,7,January,OneStar,Pension Trakce - Giant Mountains
860,Recreation,1096,4,Czechia,Car,7,February,OneStar,Pension Trakce - Giant Mountains
861,Skiing,458,2,Czechia,Car,7,March,OneStar,Pension Protez - Giant Mountains
862,Recreation,1180,3,Czechia,Car,14,February,OneStar,Pension Protez - Giant Mountains
863,Active,892,4,Czechia,Car,7,January,OneStar,Hotel Sirena - Giant Mountains
864,Skiing,718,2,Czechia,Car,7,February,OneStar,Hotel Sirena - Giant Mountains
865,Skiing,974,5,Czechia,Car,7,March,HolidayFlat,H.Flat Giant Mountains
866,Skiing,974,3,Czechia,Car,7,February,HolidayFlat,H.Flat Giant Mountains
867,Skiing,1108,4,Czechia,Car,14,January,HolidayFlat,H.Flat Adlergebirge
868,Active,579,6,Czechia,Car,7,March,HolidayFlat,H.Flat Bohemian Forest
869,Active,664,4,Czechia,Car,7,February,HolidayFlat,H.Flat Bohemian Forest
870,Active,4332,4,Allgaeu,Car,7,December,FiveStars,Hofgut Kuernach - Allgaeu
871,Skiing,1868,2,Allgaeu,Car,7,January,FiveStars,Hofgut Kuernach - Allgaeu
872,Recreation,2428,3,Allgaeu,Car,7,February,FiveStars,Hofgut Kuernach - Allgaeu
873,Active,1822,3,Allgaeu,Car,14,March,ThreeStars,Hotel Alpenblick - Allgaeu
874,Skiing,1458,2,Allgaeu,Car,7,February,ThreeStars,Hotel Alpenblick - Allgaeu
875,Skiing,1822,3,Allgaeu,Car,7,January,ThreeStars,Hotel Alpenblick - Allgaeu
876,Active,2248,2,Allgaeu,Car,7,December,FiveStars,Alpenhotel - Allgaeu
877,Skiing,2447,3,Allgaeu,Car,7,January,FiveStars,Alpenhotel - Allgaeu
878,Recreation,2937,4,Allgaeu,Car,7,February,FiveStars,Alpenhotel - Allgaeu
879,Active,1058,3,Allgaeu,Car,14,March,TwoStars,Gaestehaus Meier - Allgaeu
880,Skiing,1587,4,Allgaeu,Car,7,February,TwoStars,Gaestehaus Meier - Allgaeu
881,Recreation,688,2,Allgaeu,Car,7,January,TwoStars,Gaestehaus Meier - Allgaeu
882,Skiing,530,4,Allgaeu,Car,7,December,HolidayFlat,H.Flat Nadenberg - Allgaeu
883,Active,645,8,Allgaeu,Car,7,January,HolidayFlat,H.Flat Nadenberg - Allgaeu
884,Skiing,745,6,Allgaeu,Car,7,February,HolidayFlat,H.Flat Nadenberg - Allgaeu
885,Skiing,1188,2,Allgaeu,Car,14,March,HolidayFlat,H.Flat Oberallgaeu
886,Recreation,879,4,Allgaeu,Car,7,February,HolidayFlat,H.Flat Oberallgaeu
887,Active,624,3,Allgaeu,Car,7,January,HolidayFlat,H.Flat Oberallgaeu
888,Skiing,459,3,Allgaeu,Car,8,December,HolidayFlat,H.Flat Alpina - Allgaeu
889,Skiing,424,4,Allgaeu,Car,7,January,HolidayFlat,H.Flat Alpina - Allgaeu
890,Recreation,1568,4,Allgaeu,Car,14,February,HolidayFlat,H.Flat Alpina - Allgaeu
891,Skiing,854,4,Allgaeu,Car,7,March,HolidayFlat,H.Flat Reichenbach - Allgaeu
892,Active,984,6,Allgaeu,Car,7,February,HolidayFlat,H.Flat Reichenbach - Allgaeu
893,Recreation,439,2,Allgaeu,Car,7,January,HolidayFlat,H.Flat Sonnenhalde - Allgaeu
894,Recreation,799,3,Allgaeu,Car,10,December,HolidayFlat,H.Flat Sonnenhalde - Allgaeu
895,Active,998,3,Bavaria,Car,7,December,ThreeStars,Sporthotel Rosenberger - Bavaria
896,Skiing,798,2,Bavaria,Car,7,January,ThreeStars,Sporthotel Rosenberger - Bavaria
897,Skiing,998,3,Bavaria,Car,7,February,ThreeStars,Sporthotel Rosenberger - Bavaria
898,Active,1348,2,Bavaria,Car,7,December,FourStars,H.Flat Eichenbuehl - Allgaeu
899,Skiing,1147,3,Bavaria,Car,7,January,FourStars,H.Flat Eichenbuehl - Allgaeu
900,Recreation,3188,2,Bavaria,Car,14,February,ThreeStars,Hotel Bavaria - Bavaria
901,Active,3448,2,Bavaria,Car,10,December,ThreeStars,Hotel Bavaria - Bavaria
902,Active,1658,2,Bavaria,Car,7,January,FourStars,Residenz Ludwig - Bavaria
